tweet_id_customer,text_customer,tweet_id_brand,text_brand,intent
1983560,Always frustrating when sites make you get an email verification abroad but they expire before they arrive... @AmazonHelp help! lol,1983558,"@587124 I'm sorry for the trouble! Without providing any account details, can you tell us what the verification is being sent for? ^MB",
1393843,@AmazonHelp Yes. Tell me more. I really want to trust you.,1393842,@330913 I apologize for the delay in resolving this issue. Please be assured that we will write back to you soon with an update on the issue. ^PJ,
556997,@AmazonHelp Is it possible to hold 40000,556995,"@250060 Sorry, that's not possible. The maximum amount which can be added to your pay balance is 20000. ^NR",
985037,@AmazonHelp I'm waiting since last few days hope it works this time,985036,@353489 Sure thing! We'll keep you posted. ^AB,
138150,@AmazonHelp Habe heute Spiderman Homecoming über Amazon Video ausgeliehen und kein Gutschein wurde mir abgezogen. Ich fühl mich ein wenig verarscht.,138152,@147119 Wir lassen das gerne prüfen. Bitte melde dich hierzu bei unserem Amazon Video Kundenservice über: https://t.co/MBAcWSvzBH Gruß ^MH,
2884205,@AmazonHelp Because care number can't connected by me,2884204,@388695 Could you let us know the error you see while trying to connect with the support team? We would check and help. ^KK,
74728,@AmazonHelp Bien sûr !,74727,@132727 Merci 😉😊,
565852,@AmazonHelp have to say I just had the worst customer service ever in all my time as a prime member. On chat and on phone. @115851,565851,"@198490 I'm sorry for the poor experience you had when contacting us! That's not the experience we strive to provide! Without posting personal/account details, please tell us more about the issue your experiencing. What options for resolution have we provided so far? ^BN",
948437,@AmazonHelp I am so fed up....and it did not show up on logistics redirect back before 8:30pm It was part of 11yo DD's Halloween costume for morning.,948435,"@344924 Though delays are possible, this is not the experience we hope for! Were there any options provided when you contacted us? ^SG",
379590,@AmazonHelp Yes but can take 48hrs. Hacker has access to my DOB current and previous addresses. Why can nothing be done immediately?,379592,@206059 Please allow time for the issue to be investigated. ^MC,
219005,"@AmazonHelp So what you're telling me is that if release date shipping is not available, it could be a month or more before my package ships.",219006,"@168217 Prime Two-Day shipping refers to transit time, in business days, once your order has shipped: https://t.co/ReuIZ3RwfS ^GM",
2291292,@AmazonHelp I have raised this concern 2 months back by calling your customer care .Not a single kannada video is added. What should I and  other kannada speaking people do with 999 rs prime membership.,2291291,"@665448 As informed earlier, we keep adding more contents. With Prime membership, you can avail free faster deliveries, promotions and Prime videos.",
887136,@AmazonHelp my package was supposed to arrive today and it hasn't arrived and I'm not able to track it.,887135,@330636 We're sorry to hear this! Who is the carrier for this order? You can find these details listed here: https://t.co/Y5jpI9gRhE ^WM,
2918660,"@AmazonHelp As in, not an issue for me because it’s not my package....",2918663,@119474 You may reply to the link sent by LR. Someone from our team will address this issue. ^SJ,
883942,"@AmazonHelp I'm trying to order this product. Can't be shipped internationally, maybe? FDA policy? Should I try another seller? https://t.co/2LcTyenBFP",883944,"@329907 This item isn't eligible for international shipping but, eligible items can be found here: https://t.co/lhoOqercqo ^EB",
2299106,"@AmazonHelp They were sellers, however I️ expect a site as large as amazon to better sort the sellers! How is it that SIX SEPARATE SELLERS can be frauds?!?!",2299108,"@667339 I can understand the disappointment, Angela! Have you been able to file an A-to-z Guarantee so we can investigate further: https://t.co/0srZCeVHYe? ^CS",
332759,"@AmazonHelp Ohhhh right! Haha thanks, did the trick!",332760,@195247 You're welcome! Glad we could help! Reach out again if you have questions in the future. ^JF,
2602891,"@AmazonHelp I'm not receiving the audio track on any Amazon videos. Only the background audio is being received. I've tried movies and series, same issue",2602890,@736608 We'd like to help! So we can offer the correct infomation could you tell us what device you're trying to watch the videos on? ^ZW,
2236283,@AmazonHelp Yes,2236281,"@652182 Thank you for the confirmation, we'll get back to you soon. ^SU",
2434586,@AmazonHelp I filled details and check fast. I wamt my order tonight anytime.,2434590,@502527 Thank you for confirming. We'll check and get back to you at the earliest possible. ^RI,
386403,@AmazonHelp I got a locker near my job expecting it to arrive on Friday - it arrived on Saturday and I won't make it until tomorrow. Will it be there?,386404,"@207482 Once the package is delivered to an Amazon Locker, you have 3 calendar days to pick it up, so you should be good! ^JD",
138093,@AmazonHelp The estimated date was today but now it says.   ‘ Delivery date pending’,138095,"@147108 Sorry to hear that, have you received any emails in relation to the order? ^JJ",
1126129,@AmazonHelp I haven't looked. This was this situation I was in over a month ago. Hence why I ordered this one..as was told it was instock. Can you check https://t.co/vtowFBSz7p,1126130,"@385521 Apologies, having checked the website, that item is not in stock until the 23rd of November. ^JJ",
1137337,@AmazonHelp No update yet! This is disgusting from an well known international shopping site,1137338,"@387909 Tejas, we're following up with you via DM, kindly take a look. ^MS",
1190221,@AmazonHelp So... I just received a package that I didn't order but the postage sticker on the front has my name and address.,1190220,@144962 There are some situations where you could receive something you didn't order. I recommend these tips: https://t.co/3B6iUhjS3U ^SJ,
856021,"@AmazonHelp Nope, Just waiting for a response.",856018,@323282 I understand! I see that we've received the info from you. An account specialist will reach out to you as soon as possible. ^AL,
1350055,"@AmazonHelp As far as I can see looking over the orders information there doesn't appear to be a listed courier, would it be somewhere more specific?",1350057,@434827 You can view this under your orders by clicking track parcel: https://t.co/ijxJ9jCwr9 ^GR,
808143,"Update: despite the friendliness of the @AmazonHelp staff yesterday, @115821 AGAIN messed up my order. 😠",808141,"@312564 I'm sorry for the poor experience. Without including any account details, can you tell us more about what's happened? ^ZW",
866181,Hey @119625 U shud either indulge #Mxplayer features in @128308 player or use it by default. #amazonprimevideo  @AmazonHelp,866180,@325668 I'll be sure to pass your feedback to the concerns team internally. ^SG,
2888262,@AmazonHelp At The Same Time We can use 2 sim and one memory card??,2888266,@800873 You can click the link to know about the product specifications here: https://t.co/kTUJzghxQy For further information kindly contact the manufacturer. ^RB,
1513382,"Wofür bezahle ich eigentlich Amazon Prime, wenn meine Bestellung doch nicht pünktlich ankommt? @AmazonHelp https://t.co/rO098Z3XWk",1513381,"@471162 Wenn sich eine Lieferung verzögert, melde die Bestellung bitte direkt über folgenden Link: https://t.co/ohyvGrpvrY ^SI",
1007029,"@AmazonHelp It has literally just been dispatched. App now says expected 22-24th. Let's not beat around the bush, it's arriving Tuesday isn't it.",1007027,@358302 Deliveries take place up to 9pm. Any parcel that doesn't arrive by then will be rescheduled for delivery the next business day.^ZW,
1087354,@amazonhelp what the hell you guys are doing,1087356,"@376508 Hi there, the concerned team is looking into it and will get in touch with once there's an update.^HS",
2762137,"@AmazonHelp hii i need your help,, i ordered a moto g plus 8 to 9 months ago.i am in service centre right now they are asking for the invoice..i just have the imei number..can u help??",2762136,@772751 Please print the invoice from here: https://t.co/roT6e6ylpX. ^AP,
2216548,@AmazonHelp When will 12 hours come for you? Like after 365 dats later? What a pathetic service guys? You said 12 hours and 2 fucking days are over. Please give money back. https://t.co/SC1mctF3SS,2216550,"@647620 We haven't received your details yet. Kindly fill in the form as requested earlier. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW",
458938,@AmazonHelp 14 captcha codes in a row - I pay Prime I buy on this laptop a lot - have you been hacked?,458937,"@223991 I see! We'd like a chance to look into this with you! Please reach out to us at 1 (888) 280-4331, and we'll be able to assist! ^WT",
572405,"@amazonhelp

#sellercentral: Jeff Bezos's team has taken genuine reimbursement claims from us to become second richest man. SHAME ON HIM",572404,@254493 That's quite a comment! Please reach our concerned team from here: https://t.co/q0GvV93oiU we'll assist you further. ^SV,
1732125,"@AmazonHelp hi, had a text about a missed delivery. I’d set my safe place but they’ve not used it. Can they leave it where I’ve said?",1732124,@523263 I'm sorry that wasn't delivered! We'd like to look into this with you. Please reach out to us here: https://t.co/JzP7hlA23B ^TK,
2611641,"@AmazonHelp hi, I have cancelled my amazon prime account but the payment has still been collected post cancellation. Help please",2611640,"@738479 Hi, is it showing that your Prime subscription is canceled on your account? You can check here: http:https://t.co/a4Yc9lKczA ^ES",
2814471,Why bother offering same day Prime delivery in New York when you never deliver on the expected day @AmazonHelp 🤔 https://t.co/jketCswXqk,2814470,"@475289 Oh no, Paul! Have we had the opportunity to leave carrier feedback and reach out to them about the order? If not, please reach out to us via phone here: https://t.co/ldKZThBvgm ^BE",
2831661,@AmazonHelp j’en suis sûr que y’a pas moyen d’être partenaire avec vous ✌🏼🙃,2831660,"@788412 Bonjour, pour plus d'informations je vous invite à consulter la page suivante https://t.co/WthfsbgVYY ^AR",
280373,"@AmazonHelp guys package is not delivered, however, ATS tracking shows it's delivered. Tracking number is 203107873557 @115850 @115821",280372,"@160223 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. (2/2) ^HD",
2400080,"@AmazonHelp Forget the ethics of my personal info, help me out in this.",2400082,@690599 Please reach out to our support team Amit and we'll have a check on this. ^HN,
2609168,@AmazonHelp struggling to see why £1 was just taken from my bank by amazon retail can anyone help?,2609166,"@493934 Hi Emma, for more information about the charge, click here: https://t.co/KOLSUh7vK1 ^SY",
2427472,"@AmazonHelp Thank you, recieved my money back today. ✌",2427474,@697002 Thanks for letting us know you were assisted. It's nice of you to follow up with a comment on our page. ^JS,
1047210,@AmazonHelp Looks like......wow....had I not had an bad experience would I comment like dat...I'm tired of complaining and I hv given up,1047211,"@311023 We'd want to fix this for you, Dipen. Please respond to emails from the social media team so we could get on it. ^JC",
1996319,@AmazonHelp プライムビデオたのしいよ、ありがとうね,1996321,@590300 お楽しみいただけているようで何よりです♪ いつもご利用ありがとうございます！ RI,
2458391,@AmazonHelp 大丈夫！Amazonクラシック会員なので！,2458389,"@704095 ご認識のとおり、Amazon Mastercardクラシックではプライム特典がついていないため、プライムをご利用の際には年会費がかかります。
よろしければ、今後とも継続してご利用いただけたら幸いです。https://t.co/FJh7vAncqv RI",
1956013,@AmazonHelp done. now what? Whats the point in having prime membership?  How these three delays in last 30 days be compensated? @115850,1956014,"@576781 I understand you're upset with the delay of orders. Our team has sent you an email, kindly check the same. ^AP",
2252976,@AmazonHelp On est déjà demain et toujours pas de mail... dois revendre mon objet sur @32939 puisque vous n’êtes pas foutus capable de vous organiser avec ces boulets d’@4238 ????,2252977,"@375093 Nous allons de suite relancer la personne ayant pris en charge votre dossier afin de vous contacter dans la journée, merci pour votre patience.
^KE",
2310492,@AmazonHelp Yes ..  two customer support agents via chat promised delivery today for 2 orders .... none showed up ... I asked the 3rd agent to cancel both the orders,2310493,"@670098 Thank you for clarifying for us. I'd like to get this escalated for you. When you're free, please send us some details about your order here: https://t.co/HdSTrX4Ix8 ^DW",
77498,@AmazonHelp ok but this is a link to the UK site and i live in the US,77499,"@133264 Apologies for the incorrect link, Hannah. You can get in touch here: https://t.co/hApLpMlfHN ^TI",
537470,"@AmazonHelp Pues un pc gamer de bajo presupuesto(550€), me falta montarlo y instalarle el sistema operativo y a jugar",537472,"@134789 Wow super interesante, vemos que eres un gran amante de los juegos. ¿Qué tipo de juegos son tus preferidos? Nuestro amigo Ruperto está iniciando en el mundo de los juegos. Desea que le des algunas recomendaciones. ^KA https://t.co/vVnrtaekvg",
1489437,@AmazonHelp This error happens all the time. https://t.co/T9UQAeJ64R,1489439,@465943 Can you pls clear the Data for the App - and then uninstall/reinstalled if issue persists ^TD,
923721,"@AmazonHelp 再生してみて出来なかったら交換ということはできますか
また上記の場合は開封済みということになるのでしょうか",923720,@339216 お届けした時点で商品に問題があった場合、Amazon発送の商品は、開封済みでも返品・交換(交換可能な商品のみ)は可能です。　なお、もし出品者から直接発送された商品の場合は、出品者へご確認ください。　SM,
2447377,@AmazonHelp I ordered a Beauty product last week and when I went to track the package it said there might be a delay bc the carrier took it to the wrong place. I checked back like 3 days later as instructed and it just said it was lost!,2447375,"@266394 Have you contacted us previously? If so, what options/info were you given regarding this? ^CN",
2302624,@AmazonHelp ORDER # 407-5755227-4798751,2302626,"@634236 We won't be able to access your account details over twitter. Please let us know your concern and we'll assist you accordingly.
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^HS",
579868,@AmazonHelp Amazon prime memebership***,579867,@256570 Was your card added as payment method on your brother's Amazon account to order the phone case?^PJ,
1439761,"@amazonhelp Trying to pay disputed charge, 10 emails deep with customer service, still no closer to solution.",1439760,@454118 What happened? ^KM,
1603808,"@AmazonHelp うわー＼(^o^)／
楽しみます♪
コメントいただいて超びっくりです
( ≧ᗜ≦)੭ु⁾⁾バンバン",1603810,"@492161 いきなりのリプライ、驚かせてしまって申し訳ありません！
プライム・ビデオをご利用いただき、ありがとうございますm(*-ω-)m RI",
2688064,@AmazonHelp There’s no card thingy so don’t know who the carrier is... it’s not with a neighbour and not in my ‘safe place’... there wasn’t even a knock on the door to attempt to deliver it!,2688063,"@755822 We'd like to look into this with you! We're unable to view your order via Twitter. When it's convenient for you, please contact us via phone or chat here: https://t.co/JzP7hlA23B ^AB",
490384,"@AmazonHelp Ce n'est pas possible, je suis redirigé vers le vendeur, et mon message passe à la trappe.",490388,"@231824 N'ayant pas accès à votre compte depuis Twitter, je vous invite à demander un rappel téléphonique de notre SAV via le lien suivant : https://t.co/hgIrz98cdI
Notre SAV est aussi disponible au 08 05 10 14 20, ce numéro est gratuit depuis un poste fixe en France.^MA",
651429,@AmazonHelp It's definitely not 35 cms. Plus i dont get a return option on the page even though it says returnable upto X date. https://t.co/I8PjSxRkCk,651428,@274936 Sorry for the hassle. Please report this to our support team here: https://t.co/vlvfJr4nN9 and we'll check this. ^HN,
2305050,@AmazonHelp Says Shipped with AMZL US.,2305052,"@668786 We'd like to look into this with you. When you have a moment, please send more details about this order here: https://t.co/bwHIYkWDrT ^CL",
1693650,@AmazonHelp No funciona para pedidos de Amazon ES,1693652,"@513971 Arturo, puedes enviarnos tus comentarios en este enlace: https://t.co/Dgq5ixEH7U. ^DA",
1953420,@AmazonHelp Have you sorted the refund though ?  I have ordered twice now from 2 different sellers one of which amazon recommended both advertised the item I wanted but sent the smaller version which i think is very poor . I now will have time find a new company who can fulfill what theysell,1953418,"@579940 We can't view your account details on social media. We are happy to check if a refund has been issued, please contact us directly :https://t.co/JzP7hlA23B ^BZ",
38570,@AmazonHelp Yes,38571,"@124407 We'd like to look into this with you. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC",
